rank,gene_id,tcga_train_n,tcga_train_events,tcga_cox_z,tcga_cox_p,cptac_train_n,cptac_train_events,cptac_cox_z,cptac_cox_p,meta_cox_z,meta_cox_p,direction
11462,ENSG00000152402.11,91,50,-0.22519164131381053,0.8218301917319367,87,70,1.33538207668648,0.1817513278617741,0.7850231852604599,0.4324399749311919,higher_expr_higher_risk
11463,ENSG00000108821.14,91,50,0.12257365063679361,0.9024447208188728,87,70,0.9876027951716381,0.3233472168236545,0.7850132931447218,0.43244577471057355,higher_expr_higher_risk
11464,ENSG00000154305.18,91,50,-1.3842496444936343,0.1662820269951366,87,70,0.2743282547492929,0.7838323729236236,-0.7848329412722207,0.4325515234911599,higher_expr_lower_risk
11465,ENSG00000152214.14,91,50,-0.9746252556185587,0.32974618116683074,87,70,-0.1351921668431286,0.8924599401909621,-0.7847594253016345,0.4325946336551231,higher_expr_lower_risk
11466,ENSG00000232629.9,91,50,-1.3218051566712095,0.1862330407674551,87,70,0.21199951538837813,0.832107412394379,-0.7847510947501751,0.43259951889258086,higher_expr_lower_risk
11467,ENSG00000123505.19,91,50,0.6861431093946422,0.4926228685753691,87,70,0.42344407584093235,0.6719712927960619,0.7845966229977686,0.4326901106618384,higher_expr_higher_risk
11468,ENSG00000184788.14,91,50,-0.20231535457907138,0.83967019695578,87,70,-0.9072700413310778,0.36426401270149844,-0.7845953577536264,0.432690852724429,higher_expr_lower_risk
11469,ENSG00000140543.15,91,50,-1.038781016271285,0.29890659219341953,87,70,-0.07065838412136659,0.9436696426718223,-0.7844921233331811,0.4327514019412597,higher_expr_lower_risk
11470,ENSG00000100387.9,91,50,0.5524558177262476,0.5806360971291711,87,70,0.5568006642853583,0.5776636299631197,0.7843627805055401,0.43282727122367926,higher_expr_higher_risk
11471,ENSG00000136918.8,91,50,-0.4150270289920816,0.6781221166093674,87,70,1.5241835236961303,0.1274628726805645,0.7842920788023338,0.43286874633632444,higher_expr_higher_risk
11472,ENSG00000139343.10,91,50,0.148471953844136,0.8819703182131144,87,70,0.9606322742705946,0.33673709502694016,0.7842551207425974,0.43289042763022956,higher_expr_higher_risk
11473,ENSG00000274286.2,91,50,-2.1486305015373555,0.031663701828029765,87,70,1.0395505352460623,0.2985487681001267,-0.7842379650427208,0.4329004921646431,higher_expr_lower_risk
11474,ENSG00000204889.10,91,50,-0.965428895042658,0.33433003453909826,87,70,-0.1436372371583762,0.8857869345424162,-0.7842281828636872,0.4329062310221764,higher_expr_lower_risk
11475,ENSG00000156687.11,91,50,-0.6061964386326789,0.5443843174083458,87,70,-0.5022992182578211,0.6154570590460455,-0.7838247959031089,0.4331429221842926,higher_expr_lower_risk
11476,ENSG00000134780.10,91,50,1.8349253025352061,0.06651675804096052,87,70,-0.7264321047135454,0.4675739157618337,0.7838230570788574,0.43314394261810263,higher_expr_higher_risk
11477,ENSG00000066583.12,91,50,0.8463116918350436,0.3973788871573858,87,70,0.26199706911500753,0.7933237017972281,0.7836926405162413,0.43322048190166584,higher_expr_higher_risk
