rank,gene_id,train_variance
472,ENSG00000214530.9,1.8775197409884319
473,ENSG00000115339.14,1.8688145515756507
474,ENSG00000188916.9,1.863922265761068
475,ENSG00000181019.13,1.8636723268260367
476,ENSG00000168004.10,1.8625104129624726
477,ENSG00000134215.16,1.8601522608045913
478,ENSG00000162975.5,1.8579676742717695
479,ENSG00000099994.11,1.8553686669553873
480,ENSG00000165816.13,1.8546071587858166
481,ENSG00000185885.16,1.8438040787166896
482,ENSG00000140443.15,1.842972759684272
483,ENSG00000164742.16,1.8415958804258166
484,ENSG00000135111.16,1.8398294966241022
485,ENSG00000160867.15,1.8372238369169098
486,ENSG00000127324.9,1.8367516669209403
487,ENSG00000196557.13,1.8366878490833842
488,ENSG00000171243.8,1.834857386291912
489,ENSG00000160932.11,1.8338400777192065
490,ENSG00000198851.10,1.8282940616158108
491,ENSG00000145649.8,1.8277952813600133
492,ENSG00000243955.6,1.8255398142851667
493,ENSG00000100604.13,1.8244977221655425
494,ENSG00000157613.11,1.8235975232994646
495,ENSG00000118513.19,1.8235846223178231
496,ENSG00000115112.8,1.8231114747634447
497,ENSG00000019169.10,1.8217368045741869
498,ENSG00000134352.20,1.8206345288587928
499,ENSG00000127954.13,1.8179681623931472
500,ENSG00000006210.7,1.8174266099825493
501,ENSG00000112796.10,1.8148674409854284
502,ENSG00000157404.16,1.812855664341346
503,ENSG00000101938.15,1.8105374870522026
504,ENSG00000131831.18,1.8103326687669337
505,ENSG00000249992.2,1.8088572403164012
506,ENSG00000137965.11,1.8075957300168746
507,ENSG00000139352.4,1.807309832731071
508,ENSG00000168447.11,1.8060170380217158
509,ENSG00000111335.13,1.8056702885921179
510,ENSG00000166927.13,1.8033023055835204
511,ENSG00000130203.10,1.7961004937038725
512,ENSG00000163536.13,1.7951957096463613
513,ENSG00000156675.16,1.7933498872277593
514,ENSG00000115380.20,1.7904556936526792
515,ENSG00000140511.12,1.7903451123593543
516,ENSG00000126878.13,1.7885423357652694
517,ENSG00000137959.16,1.7879412463153699
518,ENSG00000175793.12,1.7873981560350312
519,ENSG00000151715.8,1.7872976804261955
520,ENSG00000196747.4,1.7847057910465371
521,ENSG00000125730.17,1.7840720915560098
522,ENSG00000162949.16,1.7806331032054556
523,ENSG00000138061.12,1.780047344931699
524,ENSG00000116741.8,1.7793960653642562
525,ENSG00000196177.13,1.7786847173634754
526,ENSG00000163141.20,1.7776639746748901
527,ENSG00000211445.12,1.777474437377763
528,ENSG00000134028.14,1.777018006603176
529,ENSG00000120129.6,1.7742110827404376
530,ENSG00000162545.6,1.773507953885249
531,ENSG00000148488.17,1.7734905961089842
532,ENSG00000141668.10,1.7667635208662025
533,ENSG00000184678.10,1.7658560031010997
534,ENSG00000126778.12,1.7658191559116536
535,ENSG00000108700.5,1.765453477113883
536,ENSG00000204262.14,1.7608168398252144
537,ENSG00000124491.16,1.7601576148373401
538,ENSG00000139211.7,1.759171505295388
539,ENSG00000159388.6,1.7562208951043383
540,ENSG00000107984.10,1.7537641866404938
541,ENSG00000122756.15,1.753621074936507
