gene_id,gene_symbol,source
ENSG00000140479.18,PCSK6,gyorffy_survival
ENSG00000188389.11,PDCD1,literature_pan_cancer
ENSG00000126249.8,PDCD2L,gyorffy_survival
ENSG00000150593.18,PDCD4,gyorffy_survival
ENSG00000170248.15,PDCD6IP,gyorffy_survival
ENSG00000136940.14,PDCL,gyorffy_survival
ENSG00000172572.7,PDE3A,gyorffy_survival
ENSG00000184588.18,PDE4B,gyorffy_survival
ENSG00000196923.14,PDLIM7,gyorffy_survival
ENSG00000148459.16,PDSS1,gyorffy_survival
ENSG00000166821.9,PEX11A,gyorffy_survival
ENSG00000067057.18,PFKP,gyorffy_survival
ENSG00000177614.11,PGBD5,gyorffy_survival
ENSG00000082175.15,PGR,literature_pam50
ENSG00000164040.18,PGRMC2,gyorffy_survival
ENSG00000167085.13,PHB,gyorffy_survival
ENSG00000109118.14,PHF12,gyorffy_survival
ENSG00000092621.13,PHGDH,gyorffy_survival
ENSG00000019144.19,PHLDB1,gyorffy_survival
ENSG00000144824.21,PHLDB2,gyorffy_survival
ENSG00000197563.11,PIGN,gyorffy_survival
ENSG00000155629.15,PIK3AP1,gyorffy_survival
ENSG00000121879.6,PIK3CA,core_driver_pan_cancer
ENSG00000087842.11,PIR,gyorffy_survival
ENSG00000127564.17,PKMYT1,gyorffy_survival
ENSG00000123739.11,PLA2G12A,gyorffy_survival
ENSG00000146070.17,PLA2G7,gyorffy_survival
ENSG00000118495.20,PLAGL1,gyorffy_survival
ENSG00000122861.16,PLAU,literature_pan_cancer
ENSG00000011422.12,PLAUR,literature_pan_cancer
ENSG00000175895.4,PLEKHF2,gyorffy_survival
ENSG00000147872.10,PLIN2,gyorffy_survival
ENSG00000166851.15,PLK1,gyorffy_survival
ENSG00000083444.17,PLOD1,gyorffy_survival
ENSG00000188313.13,PLSCR1,gyorffy_survival
ENSG00000164050.13,PLXNB1,gyorffy_survival
ENSG00000124225.16,PMEPA1,gyorffy_survival
ENSG00000122512.16,PMS2,literature_pan_cancer
ENSG00000039650.12,PNKP,gyorffy_survival
ENSG00000006757.12,PNPLA4,gyorffy_survival
ENSG00000132000.13,PODNL1,gyorffy_survival
ENSG00000168002.12,POLR2G,gyorffy_survival
ENSG00000133110.15,POSTN,literature_pan_cancer
ENSG00000112033.14,PPARD,gyorffy_survival
ENSG00000086717.18,PPEF1,gyorffy_survival
ENSG00000221914.11,PPP2R2A,gyorffy_survival
ENSG00000074211.14,PPP2R2C,gyorffy_survival
ENSG00000185686.18,PRAME,gyorffy_survival
ENSG00000111725.11,PRKAB1,gyorffy_survival
ENSG00000183943.6,PRKX,gyorffy_survival
ENSG00000171867.17,PRNP,gyorffy_survival
ENSG00000068489.13,PRR11,gyorffy_survival
ENSG00000130962.18,PRRG1,gyorffy_survival
ENSG00000164985.15,PSIP1,gyorffy_survival
ENSG00000101182.15,PSMA7,gyorffy_survival
ENSG00000205220.12,PSMB10,gyorffy_survival
ENSG00000204264.12,PSMB8,gyorffy_survival
ENSG00000197170.10,PSMD12,gyorffy_survival
ENSG00000100911.16,PSME2,gyorffy_survival
ENSG00000183527.12,PSMG1,gyorffy_survival
ENSG00000134222.16,PSRC1,gyorffy_survival
ENSG00000174915.12,PTDSS2,gyorffy_survival
ENSG00000171862.11,PTEN,core_driver_pan_cancer
ENSG00000050628.20,PTGER3,gyorffy_survival
ENSG00000134247.10,PTGFRN,gyorffy_survival
ENSG00000106853.20,PTGR1,gyorffy_survival
ENSG00000081237.20,PTPRC,gyorffy_survival
ENSG00000150787.8,PTS,gyorffy_survival
ENSG00000164611.13,PTTG1,literature_pam50
ENSG00000146676.10,PURB,gyorffy_survival
ENSG00000136045.12,PWP1,gyorffy_survival
ENSG00000151552.12,QDPR,gyorffy_survival
ENSG00000048991.16,R3HDM1,gyorffy_survival
ENSG00000135631.17,RAB11FIP5,gyorffy_survival
ENSG00000124839.13,RAB17,gyorffy_survival
ENSG00000129472.15,RAB2B,gyorffy_survival
ENSG00000196642.19,RABL6,gyorffy_survival
ENSG00000161800.13,RACGAP1,gyorffy_survival
ENSG00000051180.17,RAD51,literature_pan_cancer
ENSG00000111247.15,RAD51AP1,gyorffy_survival
ENSG00000116191.17,RALGPS2,gyorffy_survival
ENSG00000077092.19,RARB,gyorffy_survival
ENSG00000111344.11,RASAL1,gyorffy_survival
ENSG00000075391.17,RASAL2,gyorffy_survival
ENSG00000165105.10,RASEF,gyorffy_survival
ENSG00000099849.15,RASSF7,gyorffy_survival
ENSG00000146587.18,RBAK,gyorffy_survival
ENSG00000106344.8,RBM28,gyorffy_survival
ENSG00000144642.22,RBMS3,gyorffy_survival
ENSG00000056586.16,RC3H2,gyorffy_survival
ENSG00000117625.14,RCOR3,gyorffy_survival
ENSG00000160439.16,RDH13,gyorffy_survival
ENSG00000100918.13,REC8,gyorffy_survival
ENSG00000129625.13,REEP5,gyorffy_survival
ENSG00000181826.10,RELL1,gyorffy_survival
ENSG00000163918.11,RFC4,gyorffy_survival
ENSG00000090104.12,RGS1,gyorffy_survival
ENSG00000155366.17,RHOC,gyorffy_survival
ENSG00000177963.14,RIC8A,gyorffy_survival
ENSG00000101782.15,RIOK3,gyorffy_survival
ENSG00000155906.19,RMND1,gyorffy_survival
ENSG00000145916.19,RMND5B,gyorffy_survival
ENSG00000239305.7,RNF103,gyorffy_survival
ENSG00000101236.17,RNF24,gyorffy_survival
ENSG00000108375.13,RNF43,core_driver_pan_cancer
ENSG00000112130.17,RNF8,gyorffy_survival
ENSG00000067836.13,ROGDI,gyorffy_survival
ENSG00000142541.18,RPL13A,gyorffy_survival
ENSG00000188846.14,RPL14,gyorffy_survival
ENSG00000174748.22,RPL15,gyorffy_survival
ENSG00000063177.13,RPL18,gyorffy_survival
ENSG00000116251.11,RPL22,gyorffy_survival
ENSG00000162244.12,RPL29,gyorffy_survival
ENSG00000100316.16,RPL3,gyorffy_survival
ENSG00000089157.16,RPLP0,literature_oncotype_dx
ENSG00000110700.7,RPS13,gyorffy_survival
ENSG00000170889.14,RPS9,gyorffy_survival
ENSG00000025039.15,RRAGD,gyorffy_survival
ENSG00000171848.16,RRM2,gyorffy_survival
ENSG00000160208.13,RRP1B,gyorffy_survival
ENSG00000179041.4,RRS1,gyorffy_survival
ENSG00000159216.19,RUNX1,gyorffy_survival
ENSG00000196218.13,RYR1,gyorffy_survival
ENSG00000196754.13,S100A2,literature_pan_cancer
ENSG00000196154.12,S100A4,literature_pan_cancer
ENSG00000163993.7,S100P,gyorffy_survival
ENSG00000101347.10,SAMHD1,gyorffy_survival
ENSG00000175467.15,SART1,gyorffy_survival
ENSG00000182568.17,SATB1,gyorffy_survival
ENSG00000227500.10,SCAMP4,gyorffy_survival
ENSG00000143653.10,SCCPDH,gyorffy_survival
ENSG00000124935.4,SCGB1D2,gyorffy_survival
ENSG00000175356.14,SCUBE2,gyorffy_survival
ENSG00000115884.11,SDC1,gyorffy_survival
ENSG00000078808.19,SDF4,gyorffy_survival
ENSG00000075223.14,SEMA3C,gyorffy_survival
ENSG00000137872.17,SEMA6D,gyorffy_survival
ENSG00000119231.11,SENP5,gyorffy_survival
ENSG00000188488.14,SERPINA5,gyorffy_survival
ENSG00000057149.16,SERPINB3,literature_pan_cancer
ENSG00000206073.11,SERPINB4,literature_pan_cancer
ENSG00000197019.5,SERTAD1,gyorffy_survival
ENSG00000189091.13,SF3B3,gyorffy_survival
ENSG00000104332.12,SFRP1,literature_pam50
ENSG00000131171.13,SH3BGRL,gyorffy_survival
ENSG00000130147.16,SH3BP4,gyorffy_survival
ENSG00000107957.16,SH3PXD2A,gyorffy_survival
ENSG00000179526.17,SHARPIN,gyorffy_survival
ENSG00000182199.11,SHMT2,gyorffy_survival
ENSG00000164403.15,SHROOM1,gyorffy_survival
ENSG00000110013.13,SIAE,gyorffy_survival
ENSG00000196470.12,SIAH1,gyorffy_survival
ENSG00000181788.4,SIAH2,gyorffy_survival
ENSG00000185187.13,SIGIRR,gyorffy_survival
ENSG00000187531.14,SIRT7,gyorffy_survival
ENSG00000137078.9,SIT1,gyorffy_survival
ENSG00000170577.8,SIX2,gyorffy_survival
ENSG00000145604.17,SKP2,gyorffy_survival
ENSG00000155926.14,SLA,gyorffy_survival
ENSG00000026751.17,SLAMF7,gyorffy_survival
ENSG00000124140.14,SLC12A5,gyorffy_survival
ENSG00000079215.14,SLC1A3,gyorffy_survival
ENSG00000074621.14,SLC24A1,gyorffy_survival
ENSG00000004864.14,SLC25A13,gyorffy_survival
ENSG00000117394.24,SLC2A1,literature_pan_cancer
ENSG00000103042.9,SLC38A7,gyorffy_survival
ENSG00000196950.14,SLC39A10,gyorffy_survival
ENSG00000141424.13,SLC39A6,gyorffy_survival
ENSG00000138821.13,SLC39A8,gyorffy_survival
ENSG00000133065.11,SLC41A1,gyorffy_survival
ENSG00000134802.18,SLC43A3,gyorffy_survival
ENSG00000088836.14,SLC4A11,gyorffy_survival
ENSG00000164889.15,SLC4A2,gyorffy_survival
ENSG00000103257.9,SLC7A5,gyorffy_survival
ENSG00000103064.15,SLC7A6,gyorffy_survival
ENSG00000092068.20,SLC7A8,gyorffy_survival
ENSG00000109062.12,SLC9A3R1,gyorffy_survival
ENSG00000198689.13,SLC9A6,gyorffy_survival
ENSG00000170365.10,SMAD1,gyorffy_survival
ENSG00000141646.14,SMAD4,core_driver_pan_cancer
ENSG00000113658.18,SMAD5,gyorffy_survival
ENSG00000127616.19,SMARCA4,core_driver_pan_cancer
ENSG00000113810.16,SMC4,gyorffy_survival
ENSG00000143499.14,SMYD2,gyorffy_survival
ENSG00000124216.4,SNAI1,literature_pan_cancer
ENSG00000019549.13,SNAI2,literature_pan_cancer
ENSG00000124562.10,SNRPC,gyorffy_survival
ENSG00000112335.15,SNX3,gyorffy_survival
ENSG00000130340.16,SNX9,gyorffy_survival
ENSG00000176887.7,SOX11,gyorffy_survival
ENSG00000079263.19,SP140,gyorffy_survival
ENSG00000172845.17,SP3,gyorffy_survival
ENSG00000104450.13,SPAG1,gyorffy_survival
ENSG00000091640.8,SPAG7,gyorffy_survival
ENSG00000113140.11,SPARC,literature_pan_cancer
ENSG00000196141.14,SPATS2L,gyorffy_survival
ENSG00000169682.18,SPNS1,gyorffy_survival
ENSG00000152377.14,SPOCK1,gyorffy_survival
ENSG00000118785.14,SPP1,gyorffy_survival
ENSG00000116096.6,SPR,gyorffy_survival
ENSG00000096063.16,SRPK1,gyorffy_survival
ENSG00000124783.14,SSR1,gyorffy_survival
ENSG00000133121.21,STARD13,gyorffy_survival
ENSG00000168610.16,STAT3,literature_pan_cancer
ENSG00000113739.10,STC2,gyorffy_survival
ENSG00000123473.16,STIL,gyorffy_survival
ENSG00000118046.16,STK11,core_driver_pan_cancer
ENSG00000152953.13,STK32B,gyorffy_survival
ENSG00000112079.9,STK38,gyorffy_survival
ENSG00000148248.14,SURF4,gyorffy_survival
ENSG00000198168.9,SVIP,gyorffy_survival
ENSG00000105137.13,SYDE1,gyorffy_survival
ENSG00000108639.8,SYNGR2,gyorffy_survival
ENSG00000013810.20,TACC3,gyorffy_survival
ENSG00000064995.18,TAF11,gyorffy_survival
ENSG00000130699.18,TAF4,gyorffy_survival
ENSG00000148835.11,TAF5,gyorffy_survival
ENSG00000149591.17,TAGLN,literature_pan_cancer
ENSG00000158710.15,TAGLN2,gyorffy_survival
ENSG00000168394.11,TAP1,gyorffy_survival
ENSG00000108239.9,TBC1D12,gyorffy_survival
ENSG00000109436.8,TBC1D9,gyorffy_survival
ENSG00000105254.12,TBCB,gyorffy_survival
ENSG00000028839.10,TBPL1,gyorffy_survival
ENSG00000172465.14,TCEAL1,gyorffy_survival
ENSG00000151790.9,TDO2,gyorffy_survival
ENSG00000160180.15,TFF3,gyorffy_survival
ENSG00000072274.13,TFRC,literature_oncotype_dx
ENSG00000163235.16,TGFA,gyorffy_survival
ENSG00000105329.11,TGFB1,literature_pan_cancer
ENSG00000140682.19,TGFB1I1,gyorffy_survival
ENSG00000092969.12,TGFB2,literature_pan_cancer
ENSG00000119699.8,TGFB3,gyorffy_survival
ENSG00000106799.13,TGFBR1,literature_pan_cancer
ENSG00000163513.19,TGFBR2,literature_pan_cancer
ENSG00000137801.11,THBS1,literature_pan_cancer
ENSG00000259431.6,THTPA,gyorffy_survival
ENSG00000265354.4,TIMM23,gyorffy_survival
ENSG00000196781.16,TLE1,gyorffy_survival
ENSG00000106829.20,TLE4,gyorffy_survival
ENSG00000174125.8,TLR1,gyorffy_survival
ENSG00000137462.9,TLR2,gyorffy_survival
ENSG00000139644.13,TMBIM6,gyorffy_survival
ENSG00000184988.8,TMEM106A,gyorffy_survival
ENSG00000249992.2,TMEM158,gyorffy_survival
ENSG00000112697.17,TMEM30A,gyorffy_survival
ENSG00000182107.7,TMEM30B,gyorffy_survival
ENSG00000109133.13,TMEM33,gyorffy_survival
ENSG00000151715.8,TMEM45B,literature_pam50
ENSG00000171729.14,TMEM51,gyorffy_survival
ENSG00000116209.12,TMEM59,gyorffy_survival
ENSG00000137842.7,TMEM62,gyorffy_survival
ENSG00000164983.7,TMEM65,gyorffy_survival
ENSG00000159596.7,TMEM69,gyorffy_survival
ENSG00000175348.11,TMEM9B,gyorffy_survival
ENSG00000034510.6,TMSB10,gyorffy_survival
ENSG00000158164.7,TMSB15A,gyorffy_survival
ENSG00000118503.15,TNFAIP3,gyorffy_survival
ENSG00000006327.14,TNFRSF12A,gyorffy_survival
ENSG00000102524.11,TNFSF13B,gyorffy_survival
ENSG00000116147.17,TNR,gyorffy_survival
ENSG00000182095.14,TNRC18,gyorffy_survival
ENSG00000078687.17,TNRC6C,gyorffy_survival
ENSG00000131746.13,TNS4,gyorffy_survival
ENSG00000131747.15,TOP2A,gyorffy_survival
ENSG00000136816.16,TOR1B,gyorffy_survival
ENSG00000141510.18,TP53,core_driver_pan_cancer
ENSG00000175274.19,TP53I11,gyorffy_survival
ENSG00000073282.14,TP63,literature_pan_cancer
ENSG00000146242.9,TPBG,gyorffy_survival
ENSG00000234127.9,TRIM26,gyorffy_survival
ENSG00000112343.11,TRIM38,gyorffy_survival
ENSG00000071539.14,TRIP13,gyorffy_survival
ENSG00000135451.13,TROAP,gyorffy_survival
ENSG00000104447.13,TRPS1,gyorffy_survival
ENSG00000157514.16,TSC22D3,gyorffy_survival
ENSG00000121297.8,TSHZ3,gyorffy_survival
ENSG00000143643.13,TTC13,gyorffy_survival
ENSG00000011295.16,TTC19,gyorffy_survival
ENSG00000085831.15,TTC39A,gyorffy_survival
ENSG00000116830.12,TTF2,gyorffy_survival
ENSG00000196230.13,TUBB,gyorffy_survival
ENSG00000176014.13,TUBB6,gyorffy_survival
ENSG00000122691.13,TWIST1,literature_pan_cancer
ENSG00000184470.21,TXNRD2,gyorffy_survival
ENSG00000176890.16,TYMS,literature_pam50
ENSG00000165006.14,UBAP1,gyorffy_survival
ENSG00000143569.19,UBAP2L,gyorffy_survival
ENSG00000175063.17,UBE2C,gyorffy_survival
ENSG00000103275.21,UBE2I,gyorffy_survival
ENSG00000156587.16,UBE2L6,gyorffy_survival
ENSG00000077152.11,UBE2T,literature_pam50
ENSG00000130939.20,UBE4B,gyorffy_survival
ENSG00000154277.13,UCHL1,gyorffy_survival
ENSG00000148154.10,UGCG,gyorffy_survival
ENSG00000175970.11,UNC119B,gyorffy_survival
ENSG00000103404.14,USP31,gyorffy_survival
ENSG00000132952.12,USPL1,gyorffy_survival
ENSG00000111962.8,UST,gyorffy_survival
ENSG00000120800.5,UTP20,gyorffy_survival
ENSG00000134215.16,VAV3,gyorffy_survival
ENSG00000112715.25,VEGFA,literature_pan_cancer
ENSG00000150630.4,VEGFC,gyorffy_survival
ENSG00000136451.9,VEZF1,gyorffy_survival
ENSG00000026025.16,VIM,literature_pan_cancer
ENSG00000147852.16,VLDLR,gyorffy_survival
ENSG00000138442.10,WDR12,gyorffy_survival
ENSG00000065183.16,WDR3,gyorffy_survival
ENSG00000196363.9,WDR5,gyorffy_survival
ENSG00000075702.18,WDR62,gyorffy_survival
ENSG00000177082.13,WDR73,gyorffy_survival
ENSG00000132530.17,XAF1,gyorffy_survival
ENSG00000100219.16,XBP1,gyorffy_survival
ENSG00000124571.18,XPO5,gyorffy_survival
ENSG00000196584.3,XRCC2,gyorffy_survival
ENSG00000079246.16,XRCC5,gyorffy_survival
ENSG00000015532.10,XYLT2,gyorffy_survival
ENSG00000065978.19,YBX1,gyorffy_survival
ENSG00000058799.15,YIPF1,gyorffy_survival
ENSG00000134308.14,YWHAQ,gyorffy_survival
ENSG00000177494.6,ZBED2,gyorffy_survival
ENSG00000178951.9,ZBTB7A,gyorffy_survival
ENSG00000123200.17,ZC3H13,gyorffy_survival
ENSG00000177054.14,ZDHHC13,gyorffy_survival
ENSG00000148516.22,ZEB1,literature_pan_cancer
ENSG00000169554.22,ZEB2,literature_pan_cancer
ENSG00000160445.11,ZER1,gyorffy_survival
ENSG00000180787.6,ZFP3,gyorffy_survival
ENSG00000106261.17,ZKSCAN1,gyorffy_survival
ENSG00000121741.16,ZMYM2,gyorffy_survival
ENSG00000163867.17,ZMYM6,gyorffy_survival
ENSG00000015171.20,ZMYND11,gyorffy_survival
ENSG00000164631.19,ZNF12,gyorffy_survival
ENSG00000160094.15,ZNF362,gyorffy_survival
ENSG00000178163.8,ZNF518B,gyorffy_survival
ENSG00000074657.14,ZNF532,gyorffy_survival
ENSG00000175105.8,ZNF654,gyorffy_survival
ENSG00000156853.13,ZNF689,gyorffy_survival
ENSG00000164684.13,ZNF704,gyorffy_survival
ENSG00000198040.11,ZNF84,gyorffy_survival
ENSG00000184635.16,ZNF93,gyorffy_survival
ENSG00000122952.17,ZWINT,gyorffy_survival
