case_id,n_patches,prop_0,disp_0,intravar_0,centdist_0,prop_1,disp_1,intravar_1,centdist_1,prop_2,disp_2,intravar_2,centdist_2,prop_3,disp_3,intravar_3,centdist_3,prop_4,disp_4,intravar_4,centdist_4,prop_5,disp_5,intravar_5,centdist_5,prop_6,disp_6,intravar_6,centdist_6,prop_7,disp_7,intravar_7,centdist_7,prop_8,disp_8,intravar_8,centdist_8,prop_9,disp_9,intravar_9,centdist_9
TCGA-2J-AABK,12115,0.0012381345439537762,3207.270554042989,0.03406043041834853,15.7612175432627,0.004044572843582336,17179.077922391283,0.08856739753082597,13.004211901449382,0.000330169211721007,397.0679528043812,0.04339007645387986,17.543966169162463,0.0,0.0,0.0,0.0,0.033099463475030955,9171.033358697478,0.07533327007484895,14.580346617405993,0.46405282707387535,17126.662911791253,0.09196450144464881,12.91644710552912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49723483285183656,15430.518326227331,0.08767765715747557,13.489853979186002,0.0,0.0,0.0,0.0
TCGA-2J-AABO,20126,9.937394415184339e-05,256.0,0.018442789835381168,13.929426491936626,0.0009937394415184338,20354.446444233025,0.0796332192130186,12.55871682078331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008049289476299314,21343.885424747703,0.05777285455972958,15.73165296071699,0.6675941568120839,24511.285261513967,0.0881485469896892,13.218675908104203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32326344032594656,20429.60547400065,0.0658348974162763,13.044784250465009,0.0,0.0,0.0,0.0
TCGA-2J-AABP,12274,0.0,0.0,0.0,0.0,0.344630927163109,17075.86694732971,0.057630776782459515,13.661828870310652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6362229102167183,17110.931901441094,0.06341792851975067,13.388721703824434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019146162620172723,11423.369220533015,0.0596202143462885,13.838340873418082,0.0,0.0,0.0,0.0
TCGA-2J-AABR,19956,0.052766085387853275,6630.8658119817055,0.07352342052136433,15.877803474039924,0.010823812387251955,25403.98298342442,0.08634616273650286,13.104194961970503,0.006313890559230307,11137.941140865612,0.08822647122530773,17.112683918535705,0.0,0.0,0.0,0.0,0.05983162958508719,28678.981526546955,0.10217808190875134,14.489096850150313,0.6013229104028863,26192.885293199943,0.08985747584869823,12.784532343866081,0.028562838244137103,5752.666957661751,0.08805749504853126,16.43324884147056,0.0,0.0,0.0,0.0,0.24037883343355382,21248.490810871237,0.0838736628034061,13.08762854207209,0.0,0.0,0.0,0.0
TCGA-2J-AABT,13973,0.0,0.0,0.0,0.0,0.0067988263078794815,24615.82198858387,0.0920807106486378,14.041683935294252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029342303012953553,18041.09663632565,0.06741829559506085,14.616747090757885,0.5653045158520003,20777.319281635548,0.09131543061200627,13.004624343654708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42496242753882485,18973.3397392402,0.07768628871934755,13.209614830665492,0.0,0.0,0.0,0.0
TCGA-2J-AABU,27031,0.3977285339055159,24351.6055789319,0.08032621892213143,17.018188618649578,0.005845140764307647,32601.38459663686,0.11961320591678017,14.659440549373171,0.0008878694831859717,6738.986918437363,0.08153037685645659,17.818768200173775,0.0,0.0,0.0,0.0,0.05704561429469868,21404.137361523783,0.09712319206532888,14.900898696045381,0.3688357811401724,28204.837534947997,0.09945789557314115,13.767742261578885,0.014871813843365025,7217.1666801473675,0.09393384652576324,16.936808062689618,0.0,0.0,0.0,0.0,0.1547852465687544,20523.857470518527,0.0826891332339389,14.525480323835838,0.0,0.0,0.0,0.0
TCGA-2J-AABV,19556,0.0,0.0,0.0,0.0,0.0057782777664144,21768.52054341771,0.11188530496952097,14.501061681135537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020454080589077522,3498.172284396773,0.04189524488595634,15.723027204605332,0.7265800777255063,25258.35533215649,0.0980235517624749,13.223216816127161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2674371037021886,21922.280557480797,0.0790725162753242,13.237171312491226,0.0,0.0,0.0,0.0
TCGA-2L-AAQA,18875,0.0,0.0,0.0,0.0,0.04656953642384106,11155.687010191741,0.14149504267442192,23.10819284210327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6455629139072848,21160.20769035713,0.1222327822536609,14.568849179840923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078675496688742,16866.08478123843,0.07143813528909579,13.284271810164324,0.0,0.0,0.0,0.0
TCGA-2L-AAQE,13938,0.0,0.0,0.0,0.0,0.0022958817620892524,15538.100658276537,0.07335501428030965,13.736040056482395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027837566365332186,12408.156008435864,0.07783391245845989,13.986341982795771,0.599009900990099,18178.86019987504,0.07352069010753233,12.240765024665931,0.0007892093557181805,4048.518675647663,0.04882843473452677,17.086920286242137,0.0,0.0,0.0,0.0,0.37006744152676135,15539.427713737212,0.06006498335956353,11.899237717915826,0.0,0.0,0.0,0.0
TCGA-2L-AAQI,19139,0.0,0.0,0.0,0.0,0.001410732013166832,24460.45416268494,0.09140082692152719,13.233688881126765,0.0,0.0,0.0,0.0,0.00010449866764198757,14080.0,0.055617138889071084,15.220417149282358,0.023407701551805216,11934.574890628923,0.07329661701159519,14.478122134503396,0.28778933068603374,21034.067715468744,0.09035532883669173,13.160902256078485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872877370813523,19638.319206074215,0.08911227899464336,14.03892087455955,0.0,0.0,0.0,0.0
TCGA-2L-AAQJ,13302,7.517666516313337e-05,0.0,7.401486830834377e-17,16.13334872755909,0.09028717486092316,28380.92961469498,0.08867772675656367,13.955413198346584,0.0,0.0,0.0,0.0,7.517666516313337e-05,0.0,1.850371707708594e-17,14.918837934731863,0.0002255299954894001,26913.092888092884,0.02781558417682134,15.615484378681023,0.5583370921665914,29767.180791525945,0.09272392139802794,13.720339235142516,0.0,0.0,0.0,0.0,0.015636746353931738,28777.441681180888,0.10270731720025618,16.16837484958775,0.07577807848443843,26529.9268305701,0.10358719318067927,15.40103063860135,0.2595850248082995,29708.326505738223,0.10334947848567864,15.338143973471599
TCGA-2L-AAQL,12062,0.007710164151881943,18604.355191675873,0.04986885607476536,14.898758685000525,0.003399104626098491,15341.527666651902,0.10534055815304626,15.171488073862568,0.0,0.0,0.0,0.0,0.000663239927043608,16724.68257836837,0.06541521275416105,14.839601152938423,0.011772508705024042,18211.673720549585,0.0510771494165416,15.011625037391452,0.8399104626098491,16748.28652452051,0.08862030963792004,13.492952997161026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13538385010777648,15827.677580068113,0.09279318180854962,14.73794471427081,0.001160669872326314,7956.555506099762,0.09238806296556064,16.25059374838232
TCGA-2L-AAQM,17104,0.0,0.0,0.0,0.0,0.19398971000935453,10595.176382095467,0.0663782201236789,16.71809415346633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7819223573433115,21142.72877130855,0.1109205065350664,14.770439619631452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024087932647333957,14066.52840364702,0.07879295794782133,14.949171323654165,0.0,0.0,0.0,0.0
TCGA-3A-A9I5,6222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004500160720025715,11414.767425438475,0.0380174899078497,15.929986170420216,0.9954998392799743,13353.91032500975,0.08170658536229261,12.516471742768081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-3A-A9I7,12407,0.0,0.0,0.0,0.0,0.007173369871846538,9889.582754885567,0.05573245294715723,23.774862526257028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08035786249697752,7842.3869624050485,0.07122426250601104,13.670158650291446,0.9124687676311759,17813.621450931423,0.11680660599966768,14.242474020417406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-3A-A9I9,9539,0.0007338295418807003,3605.5240709288387,0.0412211712963357,14.074629004768116,0.0002096655833944858,2432.0,0.01873524451649833,13.570012835077225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324562323094664,13402.290996847449,0.07031763233914941,13.882327013334606,0.6699863717370793,15247.569480391958,0.08106922878458919,12.475250395033926,0.001991823042247615,6894.048711368057,0.04668541114361402,16.38543600647999,0.0,0.0,0.0,0.0,0.0002096655833944858,1920.0,0.017707670607842303,12.558900177045507,0.0023063214173393437,6352.565589385969,0.046199675934297364,12.416654223427258
TCGA-3A-A9IB,23073,0.0,0.0,0.0,0.0,4.334070125254627e-05,0.0,3.700743415417188e-17,13.267070879908983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02136696571750531,17676.597097698654,0.05901535715359644,14.320321374904543,0.9776361981536861,25628.443727451704,0.08547425118814038,12.76865564686525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005200884150305552,1585.6685220273691,0.04514593371432266,13.587203466488061,0.0004334070125254627,16548.37960885493,0.04980636689470517,13.628779907131307
