rank,gene_id
712,ENSG00000152804.11
713,ENSG00000091039.17
714,ENSG00000165181.16
715,ENSG00000198130.16
716,ENSG00000215440.12
717,ENSG00000214954.8
718,ENSG00000198040.11
719,ENSG00000147804.10
720,ENSG00000169398.19
721,ENSG00000111737.12
722,ENSG00000186409.18
723,ENSG00000142186.17
724,ENSG00000074603.19
725,ENSG00000274810.4
726,ENSG00000052126.14
727,ENSG00000254806.5
728,ENSG00000228607.2
729,ENSG00000173418.12
730,ENSG00000141959.17
731,ENSG00000100625.9
732,ENSG00000088256.9
733,ENSG00000100796.17
734,ENSG00000227500.10
735,ENSG00000136718.10
736,ENSG00000006638.13
737,ENSG00000162599.17
738,ENSG00000100888.15
739,ENSG00000110318.15
740,ENSG00000171631.15
741,ENSG00000247746.4
742,ENSG00000023839.12
743,ENSG00000182264.9
744,ENSG00000113812.14
745,ENSG00000189114.8
746,ENSG00000213471.10
747,ENSG00000143198.13
748,ENSG00000005001.10
749,ENSG00000196090.12
750,ENSG00000162601.11
751,ENSG00000071553.18
752,ENSG00000177291.4
753,ENSG00000150636.17
754,ENSG00000185049.16
755,ENSG00000136560.14
756,ENSG00000131187.10
757,ENSG00000136378.15
758,ENSG00000156475.18
759,ENSG00000163138.19
760,ENSG00000234438.5
761,ENSG00000123191.16
762,ENSG00000157429.16
763,ENSG00000137700.18
764,ENSG00000148948.8
765,ENSG00000164983.7
766,ENSG00000176387.7
767,ENSG00000165338.17
768,ENSG00000162636.16
769,ENSG00000161904.12
770,ENSG00000125870.11
771,ENSG00000175893.12
772,ENSG00000158022.7
773,ENSG00000165917.10
774,ENSG00000198858.10
775,ENSG00000063854.13
776,ENSG00000275493.2
777,ENSG00000177565.18
778,ENSG00000166439.6
779,ENSG00000137440.5
780,ENSG00000149212.12
781,ENSG00000133961.20
782,ENSG00000133315.12
783,ENSG00000138400.13
784,ENSG00000269713.7
785,ENSG00000186094.17
786,ENSG00000139597.18
787,ENSG00000165688.12
788,ENSG00000213024.12
789,ENSG00000160957.14
790,ENSG00000164008.16
791,ENSG00000089916.18
792,ENSG00000075624.17
793,ENSG00000271698.1
794,ENSG00000117122.14
795,ENSG00000251369.9
796,ENSG00000160563.14
797,ENSG00000139083.11
798,ENSG00000149596.7
799,ENSG00000122008.15
800,ENSG00000171045.16
801,ENSG00000091128.13
802,ENSG00000049246.14
803,ENSG00000126773.13
804,ENSG00000141985.9
805,ENSG00000164924.18
806,ENSG00000117407.17
807,ENSG00000151090.20
808,ENSG00000198842.10
809,ENSG00000026559.14
810,ENSG00000125657.5
811,ENSG00000175311.7
812,ENSG00000274523.5
813,ENSG00000182307.14
814,ENSG00000180628.15
815,ENSG00000127124.16
816,ENSG00000172489.7
817,ENSG00000152422.16
818,ENSG00000102144.15
819,ENSG00000109519.13
820,ENSG00000136425.14
821,ENSG00000066117.15
822,ENSG00000114200.10
823,ENSG00000152454.4
824,ENSG00000131373.15
825,ENSG00000138835.22
826,ENSG00000100417.12
827,ENSG00000165588.18
828,ENSG00000168938.6
829,ENSG00000184221.13
830,ENSG00000177614.11
831,ENSG00000204920.11
832,ENSG00000122970.16
833,ENSG00000171962.18
834,ENSG00000152684.11
835,ENSG00000153234.15
836,ENSG00000008018.9
837,ENSG00000130518.17
838,ENSG00000111696.12
839,ENSG00000180776.16
840,ENSG00000112293.15
841,ENSG00000080503.24
842,ENSG00000083814.13
843,ENSG00000205659.11
844,ENSG00000070371.16
845,ENSG00000138107.13
846,ENSG00000198642.7
847,ENSG00000147121.16
848,ENSG00000153560.12
849,ENSG00000117148.8
850,ENSG00000187730.9
851,ENSG00000163807.6
852,ENSG00000179958.10
853,ENSG00000121691.7
854,ENSG00000152137.8
855,ENSG00000104936.19
856,ENSG00000188486.3
857,ENSG00000134352.20
858,ENSG00000110921.14
859,ENSG00000163191.6
860,ENSG00000206072.13
861,ENSG00000186088.16
862,ENSG00000163848.20
863,ENSG00000132122.12
864,ENSG00000135094.11
865,ENSG00000127328.22
866,ENSG00000158874.11
867,ENSG00000137747.16
868,ENSG00000152580.8
869,ENSG00000106638.17
870,ENSG00000104140.7
871,ENSG00000073008.15
872,ENSG00000196262.15
873,ENSG00000204084.13
874,ENSG00000163946.13
875,ENSG00000275896.6
876,ENSG00000171791.14
877,ENSG00000163281.12
878,ENSG00000166532.16
879,ENSG00000198718.13
880,ENSG00000160789.22
881,ENSG00000163635.20
882,ENSG00000119685.20
883,ENSG00000160446.19
884,ENSG00000138435.16
885,ENSG00000116586.12
886,ENSG00000183155.5
887,ENSG00000107897.20
888,ENSG00000198814.13
889,ENSG00000179832.17
890,ENSG00000127720.8
891,ENSG00000184148.4
892,ENSG00000157077.15
893,ENSG00000135245.10
894,ENSG00000104388.15
895,ENSG00000150627.16
896,ENSG00000141449.15
897,ENSG00000105699.16
898,ENSG00000137216.19
899,ENSG00000146373.16
900,ENSG00000165953.10
901,ENSG00000107864.15
902,ENSG00000002586.20
903,ENSG00000119707.14
